Suburb,Offence,Alcohol,2014,2015,2016,2017,2018
Bellingen,Domestic violence related assault ,Not Alcohol Related ,0,7,8,6,12
Bellingen,Non-domestic violence related assault ,Alcohol Related ,7,5,7,13,3
Bellingen,Non-domestic violence related assault ,Not Alcohol Related ,5,1,9,10,8
Bellingen,Offensive conduct ,Alcohol Related ,7,4,12,4,4
Bellingen,Offensive conduct ,Not Alcohol Related ,0,0,2,1,2
Bellingen,Offensive language ,Alcohol Related ,5,7,10,3,0
Bellingen,Offensive language ,Not Alcohol Related ,0,0,3,4,3
Bellmount Forest,Domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Bellmount Forest,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Bellmount Forest,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Bellmount Forest,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Bellmount Forest,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Bellmount Forest,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bellmount Forest,Offensive language ,Alcohol Related ,0,0,0,0,0
Bellmount Forest,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Belmont,Domestic violence related assault ,Alcohol Related ,10,9,12,13,12
Belmont,Domestic violence related assault ,Not Alcohol Related ,30,23,24,20,14
Belmont,Non-domestic violence related assault ,Alcohol Related ,14,16,6,13,27
Belmont,Non-domestic violence related assault ,Not Alcohol Related ,38,23,18,28,22
Belmont,Offensive conduct ,Alcohol Related ,0,3,5,1,3
Belmont,Offensive conduct ,Not Alcohol Related ,3,3,2,2,3
Belmont,Offensive language ,Alcohol Related ,0,2,4,4,1
Belmont,Offensive language ,Not Alcohol Related ,1,3,2,3,5
Belmont North,Domestic violence related assault ,Alcohol Related ,4,7,4,6,9
Belmont North,Domestic violence related assault ,Not Alcohol Related ,6,10,9,10,13
Belmont North,Non-domestic violence related assault ,Alcohol Related ,4,8,1,2,0
Belmont North,Non-domestic violence related assault ,Not Alcohol Related ,12,8,10,8,9
Belmont North,Offensive conduct ,Alcohol Related ,1,2,1,0,0
Belmont North,Offensive conduct ,Not Alcohol Related ,1,0,0,0,3
Belmont North,Offensive language ,Alcohol Related ,0,2,0,0,0
Belmont North,Offensive language ,Not Alcohol Related ,0,1,1,0,0
Belmont South,Domestic violence related assault ,Alcohol Related ,5,5,2,4,2
Belmont South,Domestic violence related assault ,Not Alcohol Related ,8,14,7,5,3
Belmont South,Non-domestic violence related assault ,Alcohol Related ,1,1,1,1,2
Belmont South,Non-domestic violence related assault ,Not Alcohol Related ,9,9,2,4,2
Belmont South,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Belmont South,Offensive conduct ,Not Alcohol Related ,0,0,0,0,1
Belmont South,Offensive language ,Alcohol Related ,0,0,0,1,0
Belmont South,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Belmore,Domestic violence related assault ,Alcohol Related ,5,5,9,15,4
Belmore,Domestic violence related assault ,Not Alcohol Related ,54,45,49,33,50
Belmore,Non-domestic violence related assault ,Alcohol Related ,7,2,8,3,5
Belmore,Non-domestic violence related assault ,Not Alcohol Related ,30,34,27,26,32
Belmore,Offensive conduct ,Alcohol Related ,1,1,0,0,0
Belmore,Offensive conduct ,Not Alcohol Related ,0,0,0,0,1
Belmore,Offensive language ,Alcohol Related ,0,0,0,1,0
Belmore,Offensive language ,Not Alcohol Related ,2,0,6,3,0
Belmore River,Domestic violence related assault ,Alcohol Related ,0,0,1,0,1
Belmore River,Domestic violence related assault ,Not Alcohol Related ,1,0,1,0,0
Belmore River,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Belmore River,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Belmore River,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Belmore River,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Belmore River,Offensive language ,Alcohol Related ,0,0,0,0,0
Belmore River,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Belrose,Domestic violence related assault ,Alcohol Related ,5,3,9,5,3
Belrose,Domestic violence related assault ,Not Alcohol Related ,8,11,4,8,8
Belrose,Non-domestic violence related assault ,Alcohol Related ,4,0,2,4,2
Belrose,Non-domestic violence related assault ,Not Alcohol Related ,9,11,8,7,9
Belrose,Offensive conduct ,Alcohol Related ,0,0,1,1,1
Belrose,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Belrose,Offensive language ,Alcohol Related ,0,0,1,0,0
Belrose,Offensive language ,Not Alcohol Related ,0,0,0,1,1
Bemboka,Domestic violence related assault ,Alcohol Related ,0,1,0,3,5
Bemboka,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,1
Bemboka,Non-domestic violence related assault ,Alcohol Related ,0,1,0,1,0
Bemboka,Non-domestic violence related assault ,Not Alcohol Related ,2,0,0,0,0
Bemboka,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Bemboka,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bemboka,Offensive language ,Alcohol Related ,0,1,0,0,0
Bemboka,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ben Bullen,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Ben Bullen,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Ben Bullen,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ben Bullen,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Ben Bullen,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Ben Bullen,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ben Bullen,Offensive language ,Alcohol Related ,0,0,0,0,0
Ben Bullen,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ben Lomond,Domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Ben Lomond,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Ben Lomond,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ben Lomond,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,1
Ben Lomond,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Ben Lomond,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ben Lomond,Offensive language ,Alcohol Related ,0,0,0,0,0
Ben Lomond,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Benandarah,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Benandarah,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Benandarah,Non-domestic violence related assault ,Alcohol Related ,0,1,0,1,0
Benandarah,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Benandarah,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Benandarah,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Benandarah,Offensive language ,Alcohol Related ,0,0,0,0,0
Benandarah,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Bendalong,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Bendalong,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Bendalong,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Bendalong,Non-domestic violence related assault ,Not Alcohol Related ,1,0,1,0,0
Bendalong,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Bendalong,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bendalong,Offensive language ,Alcohol Related ,0,0,0,0,0
Bendalong,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Bendemeer,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Bendemeer,Domestic violence related assault ,Not Alcohol Related ,2,0,0,0,3
Bendemeer,Non-domestic violence related assault ,Alcohol Related ,0,1,1,0,0
Bendemeer,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,1,2
Bendemeer,Offensive conduct ,Alcohol Related ,1,1,0,0,1
Bendemeer,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bendemeer,Offensive language ,Alcohol Related ,0,0,1,0,0
Bendemeer,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Bendick Murrell,Domestic violence related assault ,Alcohol Related ,1,0,0,1,0
Bendick Murrell,Domestic violence related assault ,Not Alcohol Related ,1,0,0,3,0
Bendick Murrell,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Bendick Murrell,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Bendick Murrell,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Bendick Murrell,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bendick Murrell,Offensive language ,Alcohol Related ,0,0,0,0,0
Bendick Murrell,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Bendolba,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Bendolba,Domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Bendolba,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Bendolba,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Bendolba,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Bendolba,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bendolba,Offensive language ,Alcohol Related ,0,0,0,0,0
Bendolba,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Bendoura,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Bendoura,Domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Bendoura,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Bendoura,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Bendoura,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Bendoura,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bendoura,Offensive language ,Alcohol Related ,0,0,0,0,0
Bendoura,Offensive language ,Not Alcohol Related ,0,1,0,0,0
Benerembah,Domestic violence related assault ,Alcohol Related ,0,0,1,0,0
Benerembah,Domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Benerembah,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Benerembah,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Benerembah,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Benerembah,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Benerembah,Offensive language ,Alcohol Related ,0,0,0,0,0
Benerembah,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Bennetts Green,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Bennetts Green,Domestic violence related assault ,Not Alcohol Related ,2,0,1,1,0
Bennetts Green,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Bennetts Green,Non-domestic violence related assault ,Not Alcohol Related ,3,7,0,1,0
Bennetts Green,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Bennetts Green,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bennetts Green,Offensive language ,Alcohol Related ,0,0,0,0,0
Bennetts Green,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Benolong,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Benolong,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Benolong,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Benolong,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Benolong,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Benolong,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Benolong,Offensive language ,Alcohol Related ,0,0,0,0,0
Benolong,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Bensville,Domestic violence related assault ,Alcohol Related ,2,5,6,0,2
Bensville,Domestic violence related assault ,Not Alcohol Related ,3,7,6,5,0
Bensville,Non-domestic violence related assault ,Alcohol Related ,1,1,0,0,0
Bensville,Non-domestic violence related assault ,Not Alcohol Related ,2,0,3,0,1
Bensville,Offensive conduct ,Alcohol Related ,0,0,1,0,0
Bensville,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bensville,Offensive language ,Alcohol Related ,0,0,0,0,0
Bensville,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Bentley,Domestic violence related assault ,Alcohol Related ,1,0,4,0,0
Bentley,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Bentley,Non-domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Bentley,Non-domestic violence related assault ,Not Alcohol Related ,2,0,0,0,0
Bentley,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Bentley,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Bentley,Offensive language ,Alcohol Related ,0,0,0,0,0
Bentley,Offensive language ,Not Alcohol Related ,1,0,0,0,0
Berala,Domestic violence related assault ,Alcohol Related ,9,3,5,5,8
Berala,Domestic violence related assault ,Not Alcohol Related ,26,23,17,23,13
Berala,Non-domestic violence related assault ,Alcohol Related ,1,5,0,6,2
Berala,Non-domestic violence related assault ,Not Alcohol Related ,16,17,15,22,17
Berala,Offensive conduct ,Alcohol Related ,1,0,0,0,0
Berala,Offensive conduct ,Not Alcohol Related ,0,0,1,0,0
Berala,Offensive language ,Alcohol Related ,1,0,0,0,0
Berala,Offensive language ,Not Alcohol Related ,1,0,0,0,1
Berambing,Domestic violence related assault ,Alcohol Related ,0,0,0,2,0
Berambing,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,1
Berambing,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Berambing,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Berambing,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Berambing,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Berambing,Offensive language ,Alcohol Related ,0,0,0,0,0
Berambing,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Beresfield,Domestic violence related assault ,Alcohol Related ,11,8,8,8,3
Beresfield,Domestic violence related assault ,Not Alcohol Related ,18,24,29,10,17
Beresfield,Non-domestic violence related assault ,Alcohol Related ,1,6,11,7,8
Beresfield,Non-domestic violence related assault ,Not Alcohol Related ,15,19,31,24,11
Beresfield,Offensive conduct ,Alcohol Related ,1,2,0,0,1
Beresfield,Offensive conduct ,Not Alcohol Related ,0,1,0,1,0
Beresfield,Offensive language ,Alcohol Related ,0,0,0,1,0
Beresfield,Offensive language ,Not Alcohol Related ,1,1,1,0,0
Berkeley,Domestic violence related assault ,Alcohol Related ,13,23,13,10,12
Berkeley,Domestic violence related assault ,Not Alcohol Related ,16,28,26,30,43
Berkeley,Non-domestic violence related assault ,Alcohol Related ,8,9,5,6,6
Berkeley,Non-domestic violence related assault ,Not Alcohol Related ,37,15,24,37,19
Berkeley,Offensive conduct ,Alcohol Related ,1,1,2,1,3
Berkeley,Offensive conduct ,Not Alcohol Related ,1,2,4,3,2
Berkeley,Offensive language ,Alcohol Related ,0,1,1,1,0
Berkeley,Offensive language ,Not Alcohol Related ,3,0,0,3,2
Berkeley Vale,Domestic violence related assault ,Alcohol Related ,12,10,8,14,13
Berkeley Vale,Domestic violence related assault ,Not Alcohol Related ,32,21,13,14,9
Berkeley Vale,Non-domestic violence related assault ,Alcohol Related ,5,5,7,3,5
Berkeley Vale,Non-domestic violence related assault ,Not Alcohol Related ,5,11,17,11,8
Berkeley Vale,Offensive conduct ,Alcohol Related ,2,0,0,0,0
Berkeley Vale,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Berkeley Vale,Offensive language ,Alcohol Related ,0,0,0,0,0
Berkeley Vale,Offensive language ,Not Alcohol Related ,1,1,1,1,0
Berkshire Park,Domestic violence related assault ,Alcohol Related ,0,2,0,2,1
Berkshire Park,Domestic violence related assault ,Not Alcohol Related ,10,9,12,11,6
Berkshire Park,Non-domestic violence related assault ,Alcohol Related ,0,0,1,1,0
Berkshire Park,Non-domestic violence related assault ,Not Alcohol Related ,5,2,1,4,1
Berkshire Park,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Berkshire Park,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Berkshire Park,Offensive language ,Alcohol Related ,0,0,0,0,0
Berkshire Park,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Bermagui,Domestic violence related assault ,Alcohol Related ,2,2,2,2,6
Bermagui,Domestic violence related assault ,Not Alcohol Related ,1,1,3,3,3
Bermagui,Non-domestic violence related assault ,Alcohol Related ,7,6,2,2,0
Bermagui,Non-domestic violence related assault ,Not Alcohol Related ,5,1,3,4,0
Bermagui,Offensive conduct ,Alcohol Related ,0,0,0,1,1
Bermagui,Offensive conduct ,Not Alcohol Related ,0,0,0,1,1
Bermagui,Offensive language ,Alcohol Related ,1,0,0,0,0
Bermagui,Offensive language ,Not Alcohol Related ,0,0,2,1,0
Berowra,Domestic violence related assault ,Alcohol Related ,0,3,4,3,0
Berowra,Domestic violence related assault ,Not Alcohol Related ,4,8,3,4,4
Berowra,Non-domestic violence related assault ,Alcohol Related ,2,2,4,1,5
Berowra,Non-domestic violence related assault ,Not Alcohol Related ,6,5,3,5,6
Berowra,Offensive conduct ,Alcohol Related ,1,1,0,0,0
Berowra,Offensive conduct ,Not Alcohol Related ,0,0,1,1,0
Berowra,Offensive language ,Alcohol Related ,0,0,0,0,0
Berowra,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Berowra Heights,Domestic violence related assault ,Alcohol Related ,5,4,0,0,1
Berowra Heights,Domestic violence related assault ,Not Alcohol Related ,3,1,1,1,3
Berowra Heights,Non-domestic violence related assault ,Alcohol Related ,1,1,2,1,2
Berowra Heights,Non-domestic violence related assault ,Not Alcohol Related ,2,1,1,1,2
Berowra Heights,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Berowra Heights,Offensive conduct ,Not Alcohol Related ,1,0,0,0,0
Berowra Heights,Offensive language ,Alcohol Related ,0,0,0,1,0
Berowra Heights,Offensive language ,Not Alcohol Related ,0,0,0,0,1
Berowra Waters,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Berowra Waters,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Berowra Waters,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Berowra Waters,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Berowra Waters,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Berowra Waters,Offensive conduct ,Not Alcohol Related ,0,0,1,0,0
Berowra Waters,Offensive language ,Alcohol Related ,0,0,0,0,0
Berowra Waters,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Berrambool,Domestic violence related assault ,Alcohol Related ,1,0,1,0,1
Berrambool,Domestic violence related assault ,Not Alcohol Related ,1,1,2,1,1
Berrambool,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Berrambool,Non-domestic violence related assault ,Not Alcohol Related ,0,2,0,0,0
Berrambool,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Berrambool,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Berrambool,Offensive language ,Alcohol Related ,0,0,0,0,0
Berrambool,Offensive language ,Not Alcohol Related ,0,2,0,0,0
Berrara,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Berrara,Domestic violence related assault ,Not Alcohol Related ,2,0,0,0,0
